timestamp,__name__,endpoint,instance,job,model_name,namespace,pod,prometheus,service,value
2024-07-05 06:03:00.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,0.0
2024-07-05 06:03:05.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,0.0
2024-07-05 06:03:10.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,0.0
2024-07-05 06:03:15.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,0.0
2024-07-05 06:03:20.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,0.0
2024-07-05 06:03:25.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,0.0
2024-07-05 06:03:30.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,19.1858803594167
2024-07-05 06:03:35.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,7002.4571752309475
2024-07-05 06:03:40.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,1992.8894923650357
2024-07-05 06:03:45.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,1992.8894923650357
2024-07-05 06:03:50.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,936.1328208267512
2024-07-05 06:03:55.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,1377.133284652754
2024-07-05 06:04:00.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,702.0817229325687
2024-07-05 06:04:05.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,5334.7424950952345
2024-07-05 06:04:10.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,2958.017856010788
2024-07-05 06:04:15.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,2958.017856010788
2024-07-05 06:04:20.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,288.69448400299274
2024-07-05 06:04:25.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,3048.215471388481
2024-07-05 06:04:30.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,141.65566938941646
2024-07-05 06:04:35.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,3743.154336645954
2024-07-05 06:04:40.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,759.9250805344817
2024-07-05 06:04:45.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,3054.611003986213
2024-07-05 06:04:50.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,2480.0737997838633
2024-07-05 06:04:55.349999905,vllm:avg_prompt_throughput_toks_per_s,http,10.130.4.216:8000,vllm-llama,/data/hf/8b_instruction_tuned,fmaas-monitoring,vllm-llama-1,openshift-user-workload-monitoring/user-workload,vllm-llama,2480.0737997838633
